wojewodztwo;powiat_miasto;liczba_szczepien_ogolem;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
lubelskie;Lublin;11140;710;1;0;t0663
lubelskie;Zamoœæ;1315;96;0;0;t0664
lubuskie;gorzowski;200;18;0;0;t0801
lubuskie;kroœnieñski;416;0;0;0;t0802
lubuskie;miêdzyrzecki;572;0;0;0;t0803
lubuskie;nowosolski;909;90;0;0;t0804
lubuskie;s³ubicki;334;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;358;24;0;0;t0806
lubuskie;sulêciñski;428;0;0;0;t0807
lubuskie;œwiebodziñski;731;42;0;0;t0808
lubuskie;zielonogórski;343;0;0;0;t0809
lubuskie;¿agañski;337;36;0;0;t0810
lubuskie;¿arski;1084;73;0;0;t0811
lubuskie;wschowski;311;6;0;0;t0812
lubuskie;Gorzów Wielkopolski;1395;223;0;0;t0861
lubuskie;Zielona Góra;1301;90;0;0;t0862
³ódzkie;be³chatowski;815;8;0;0;t1001
³ódzkie;kutnowski;428;30;0;0;t1002
³ódzkie;³aski;265;35;0;0;t1003
³ódzkie;³êczycki;527;42;0;0;t1004
³ódzkie;³owicki;1071;82;0;0;t1005
³ódzkie;³ódzki wschodni;104;0;0;0;t1006
³ódzkie;opoczyñski;374;0;0;0;t1007
³ódzkie;pabianicki;808;90;0;0;t1008
³ódzkie;pajêczañski;270;0;0;0;t1009
³ódzkie;piotrkowski;88;0;0;0;t1010
³ódzkie;poddêbicki;391;0;0;0;t1011
³ódzkie;radomszczañski;1576;140;1;0;t1012
³ódzkie;rawski;153;22;0;0;t1013
³ódzkie;sieradzki;1116;0;0;0;t1014
³ódzkie;skierniewicki;0;0;0;0;t1015
³ódzkie;tomaszowski;1048;39;0;0;t1016
³ódzkie;wieluñski;421;87;0;0;t1017
³ódzkie;wieruszowski;142;0;0;0;t1018
³ódzkie;zduñskowolski;431;0;0;0;t1019
³ódzkie;zgierski;2194;142;0;0;t1020
³ódzkie;brzeziñski;269;36;0;0;t1021
³ódzkie;£ódŸ;17385;1262;226;0;t1061
³ódzkie;Piotrków Trybunalski;679;111;0;0;t1062
³ódzkie;Skierniewice;803;62;0;0;t1063
ma³opolskie;bocheñski;566;6;0;0;t1201
ma³opolskie;brzeski;708;1;0;0;t1202
ma³opolskie;chrzanowski;770;0;0;0;t1203
ma³opolskie;d¹browski;597;0;0;0;t1204
ma³opolskie;gorlicki;595;0;0;0;t1205
ma³opolskie;krakowski;137;1;0;0;t1206
ma³opolskie;limanowski;601;78;0;0;t1207
ma³opolskie;miechowski;767;48;0;0;t1208
ma³opolskie;myœlenicki;627;48;0;0;t1209
ma³opolskie;nowos¹decki;265;12;0;0;t1210
ma³opolskie;nowotarski;1203;84;0;0;t1211
ma³opolskie;olkuski;611;48;0;0;t1212
ma³opolskie;oœwiêcimski;767;72;0;0;t1213
ma³opolskie;proszowicki;427;0;0;0;t1214
ma³opolskie;suski;858;0;0;0;t1215
ma³opolskie;tarnowski;87;0;0;0;t1216
ma³opolskie;tatrzañski;605;0;0;0;t1217
ma³opolskie;wadowicki;333;0;0;0;t1218
ma³opolskie;wielicki;0;0;0;0;t1219
ma³opolskie;Kraków;18811;1552;0;0;t1261
ma³opolskie;Nowy S¹cz;858;83;0;0;t1262
ma³opolskie;Tarnów;2832;12;2;0;t1263
mazowieckie;bia³obrzeski;0;0;0;0;t1401
mazowieckie;ciechanowski;1113;30;0;0;t1402
mazowieckie;garwoliñski;158;42;0;0;t1403
mazowieckie;gostyniñski;68;1;0;0;t1404
mazowieckie;grodziski;1233;90;0;0;t1405
mazowieckie;grójecki;785;30;0;0;t1406
mazowieckie;kozienicki;261;0;0;0;t1407
mazowieckie;legionowski;171;0;0;0;t1408
mazowieckie;lipski;172;0;0;0;t1409
mazowieckie;³osicki;178;0;0;0;t1410
mazowieckie;makowski;352;0;0;0;t1411
mazowieckie;miñski;794;42;0;0;t1412
mazowieckie;m³awski;574;0;0;0;t1413
mazowieckie;nowodworski;1646;141;0;0;t1414
mazowieckie;ostro³êcki;0;0;0;0;t1415
mazowieckie;ostrowski;540;0;0;0;t1416
mazowieckie;otwocki;684;6;0;0;t1417
mazowieckie;piaseczyñski;1256;39;0;0;t1418
mazowieckie;p³ocki;0;0;0;0;t1419
mazowieckie;p³oñski;663;66;0;0;t1420
mazowieckie;pruszkowski;1365;191;0;0;t1421
mazowieckie;przasnyski;491;0;0;0;t1422
mazowieckie;przysuski;258;0;0;0;t1423
mazowieckie;pu³tuski;404;1;0;0;t1424
mazowieckie;radomski;383;0;0;0;t1425
mazowieckie;siedlecki;0;0;0;0;t1426
mazowieckie;sierpecki;356;0;0;0;t1427
mazowieckie;sochaczewski;767;0;0;0;t1428
mazowieckie;soko³owski;425;0;0;0;t1429
mazowieckie;szyd³owiecki;176;0;0;0;t1430
mazowieckie;warszawski zachodni;264;0;0;0;t1432
mazowieckie;wêgrowski;447;0;0;0;t1433
mazowieckie;wo³omiñski;1356;29;0;0;t1434
mazowieckie;wyszkowski;324;0;0;0;t1435
mazowieckie;zwoleñski;180;0;0;0;t1436
mazowieckie;¿uromiñski;418;0;0;0;t1437
mazowieckie;¿yrardowski;301;79;0;0;t1438
mazowieckie;Ostro³êka;1212;0;0;0;t1461
mazowieckie;P³ock;1414;59;0;0;t1462
mazowieckie;Radom;2235;41;0;0;t1463
mazowieckie;Siedlce;1384;30;0;0;t1464
mazowieckie;Warszawa;44536;3338;1;1;t1465
opolskie;brzeski;591;0;0;0;t1601
opolskie;g³ubczycki;768;18;0;0;t1602
opolskie;kêdzierzyñsko-kozielski;1221;123;0;0;t1603
opolskie;kluczborski;348;1;0;0;t1604
opolskie;krapkowicki;934;6;0;0;t1605
opolskie;namys³owski;266;0;0;0;t1606
opolskie;nyski;2069;0;0;0;t1607
opolskie;oleski;269;30;0;0;t1608
opolskie;opolski;269;0;0;0;t1609
opolskie;prudnicki;513;0;0;0;t1610
opolskie;strzelecki;635;0;0;0;t1611
opolskie;Opole;3942;299;1;0;t1661
podkarpackie;bieszczadzki;178;0;0;0;t1801
podkarpackie;brzozowski;608;72;0;0;t1802
podkarpackie;dêbicki;917;90;0;0;t1803
podkarpackie;jaros³awski;524;0;0;0;t1804
podkarpackie;jasielski;342;30;0;0;t1805
podkarpackie;kolbuszowski;334;0;0;0;t1806
podkarpackie;kroœnieñski;79;12;0;0;t1807
podkarpackie;le¿ajski;340;0;0;0;t1808
podkarpackie;lubaczowski;449;0;0;0;t1809
podkarpackie;³añcucki;709;23;0;0;t1810
podkarpackie;mielecki;530;0;0;0;t1811
podkarpackie;ni¿añski;431;0;0;0;t1812
podkarpackie;przemyski;0;0;0;0;t1813
podkarpackie;przeworski;328;0;1;0;t1814
podkarpackie;ropczycko-sêdziszowski;408;30;0;0;t1815
podkarpackie;rzeszowski;233;0;0;0;t1816
podkarpackie;sanocki;517;54;0;0;t1817
podkarpackie;stalowowolski;1007;174;0;0;t1818
podkarpackie;strzy¿owski;139;0;0;0;t1819
podkarpackie;tarnobrzeski;255;0;0;0;t1820
podkarpackie;leski;214;0;0;0;t1821
podkarpackie;Krosno;425;80;0;0;t1861
podkarpackie;Przemyœl;1041;90;0;0;t1862
podkarpackie;Rzeszów;5648;889;0;0;t1863
podkarpackie;Tarnobrzeg;562;42;0;0;t1864
podlaskie;augustowski;429;0;0;0;t2001
podlaskie;bia³ostocki;670;12;0;0;t2002
podlaskie;bielski;329;6;0;0;t2003
podlaskie;grajewski;359;0;0;0;t2004
podlaskie;hajnowski;407;0;0;0;t2005
podlaskie;kolneñski;422;6;0;0;t2006
podlaskie;³om¿yñski;0;0;0;0;t2007
podlaskie;moniecki;242;0;0;0;t2008
podlaskie;sejneñski;90;0;0;0;t2009
podlaskie;siemiatycki;179;0;0;0;t2010
podlaskie;sokólski;262;0;0;0;t2011
podlaskie;suwalski;0;0;0;0;t2012
podlaskie;wysokomazowiecki;349;0;0;0;t2013
podlaskie;zambrowski;316;0;0;0;t2014
podlaskie;Bia³ystok;6941;635;0;0;t2061
podlaskie;£om¿a;773;0;0;0;t2062
podlaskie;Suwa³ki;832;60;0;0;t2063
pomorskie;bytowski;1037;0;0;0;t2201
pomorskie;chojnicki;431;0;0;0;t2202
pomorskie;cz³uchowski;332;0;0;0;t2203
pomorskie;gdañski;169;0;0;0;t2204
pomorskie;kartuski;806;119;0;0;t2205
pomorskie;koœcierski;940;35;0;0;t2206
pomorskie;kwidzyñski;1013;59;0;0;t2207
pomorskie;lêborski;425;35;0;0;t2208
pomorskie;malborski;689;0;0;0;t2209
pomorskie;nowodworski;275;0;0;0;t2210
pomorskie;pucki;356;0;0;0;t2211
pomorskie;s³upski;0;0;0;0;t2212
pomorskie;starogardzki;1162;53;0;0;t2213
pomorskie;tczewski;1295;78;0;0;t2214
pomorskie;wejherowski;1667;0;0;0;t2215
pomorskie;sztumski;339;24;0;0;t2216
pomorskie;Gdañsk;13577;753;2;0;t2261
pomorskie;Gdynia;4517;457;0;0;t2262
pomorskie;S³upsk;767;24;0;0;t2263
pomorskie;Sopot;336;0;0;0;t2264
œl¹skie;bêdziñski;893;0;0;0;t2401
œl¹skie;bielski;609;6;0;0;t2402
œl¹skie;cieszyñski;1483;88;1;0;t2403
œl¹skie;czêstochowski;177;0;0;0;t2404
œl¹skie;gliwicki;1735;0;0;0;t2405
œl¹skie;k³obucki;947;84;0;0;t2406
œl¹skie;lubliniecki;256;0;0;0;t2407
œl¹skie;miko³owski;878;72;0;0;t2408
œl¹skie;myszkowski;946;1;0;0;t2409
œl¹skie;pszczyñski;89;0;0;0;t2410
œl¹skie;raciborski;958;30;0;0;t2411
œl¹skie;rybnicki;0;0;0;0;t2412
œl¹skie;tarnogórski;1134;36;0;0;t2413
œl¹skie;bieruñsko-lêdziñski;89;6;0;0;t2414
œl¹skie;wodzis³awski;262;0;0;0;t2415
œl¹skie;zawierciañski;357;0;0;0;t2416
œl¹skie;¿ywiecki;600;0;0;0;t2417
œl¹skie;Bielsko-Bia³a;4078;216;0;0;t2461
œl¹skie;Bytom;1572;268;0;0;t2462
œl¹skie;Chorzów;1312;0;0;0;t2463
œl¹skie;Czêstochowa;3051;130;0;0;t2464
œl¹skie;D¹browa Górnicza;1192;0;0;0;t2465
œl¹skie;Gliwice;2660;0;0;0;t2466
œl¹skie;Jastrzêbie-Zdrój;2203;60;0;0;t2467
œl¹skie;Jaworzno;358;18;0;0;t2468
œl¹skie;Katowice;9559;496;0;0;t2469
œl¹skie;Mys³owice;349;0;0;0;t2470
œl¹skie;Piekary Œl¹skie;683;83;0;0;t2471
œl¹skie;Ruda Œl¹ska;1033;102;0;0;t2472
œl¹skie;Rybnik;1160;6;0;0;t2473
œl¹skie;Siemianowice Œl¹skie;928;0;0;0;t2474
œl¹skie;Sosnowiec;2042;106;0;0;t2475
œl¹skie;Œwiêtoch³owice;179;30;0;0;t2476
œl¹skie;Tychy;1373;58;0;0;t2477
œl¹skie;Zabrze;2760;259;0;0;t2478
œl¹skie;¯ory;429;47;0;0;t2479
œwiêtokrzyskie;buski;1305;0;0;0;t2601
œwiêtokrzyskie;jêdrzejowski;428;0;0;0;t2602
œwiêtokrzyskie;kazimierski;171;0;0;0;t2603
œwiêtokrzyskie;kielecki;426;0;0;0;t2604
œwiêtokrzyskie;konecki;441;66;0;0;t2605
œwiêtokrzyskie;opatowski;426;0;0;0;t2606
œwiêtokrzyskie;ostrowiecki;354;0;0;0;t2607
œwiêtokrzyskie;piñczowski;355;0;0;0;t2608
œwiêtokrzyskie;sandomierski;698;0;0;0;t2609
œwiêtokrzyskie;skar¿yski;502;30;0;0;t2610
œwiêtokrzyskie;starachowicki;900;93;0;0;t2611
œwiêtokrzyskie;staszowski;609;6;0;0;t2612
œwiêtokrzyskie;w³oszczowski;430;24;0;0;t2613
œwiêtokrzyskie;Kielce;4688;90;0;0;t2661
warmiñsko-mazurskie;bartoszycki;609;83;0;0;t2801
warmiñsko-mazurskie;braniewski;263;0;0;0;t2802
warmiñsko-mazurskie;dzia³dowski;525;59;0;0;t2803
warmiñsko-mazurskie;elbl¹ski;177;0;0;0;t2804
warmiñsko-mazurskie;e³cki;1100;0;0;0;t2805
warmiñsko-mazurskie;gi¿ycki;529;0;0;0;t2806
warmiñsko-mazurskie;i³awski;618;0;0;0;t2807
warmiñsko-mazurskie;kêtrzyñski;355;0;0;0;t2808
warmiñsko-mazurskie;lidzbarski;357;0;0;0;t2809
warmiñsko-mazurskie;mr¹gowski;441;0;0;0;t2810
warmiñsko-mazurskie;nidzicki;265;0;0;0;t2811
warmiñsko-mazurskie;nowomiejski;260;0;0;0;t2812
warmiñsko-mazurskie;olecki;266;0;0;0;t2813
warmiñsko-mazurskie;olsztyñski;686;0;0;0;t2814
warmiñsko-mazurskie;ostródzki;738;59;0;0;t2815
warmiñsko-mazurskie;piski;692;0;0;0;t2816
warmiñsko-mazurskie;szczycieñski;419;0;0;0;t2817
warmiñsko-mazurskie;go³dapski;148;6;0;0;t2818
warmiñsko-mazurskie;wêgorzewski;412;46;0;0;t2819
warmiñsko-mazurskie;Elbl¹g;2195;96;0;0;t2861
warmiñsko-mazurskie;Olsztyn;6181;221;0;0;t2862
wielkopolskie;chodzieski;329;0;0;0;t3001
wielkopolskie;czarnkowsko-trzcianecki;582;6;0;0;t3002
wielkopolskie;gnieŸnieñski;1414;101;0;0;t3003
wielkopolskie;gostyñski;780;52;0;0;t3004
wielkopolskie;grodziski;253;0;0;0;t3005
wielkopolskie;jarociñski;522;0;0;0;t3006
wielkopolskie;kaliski;88;0;0;0;t3007
wielkopolskie;kêpiñski;414;0;0;0;t3008
wielkopolskie;kolski;270;0;0;0;t3009
wielkopolskie;koniñski;1;0;0;0;t3010
wielkopolskie;koœciañski;807;102;0;0;t3011
wielkopolskie;krotoszyñski;641;0;0;0;t3012
wielkopolskie;leszczyñski;0;0;0;0;t3013
wielkopolskie;miêdzychodzki;493;0;0;0;t3014
wielkopolskie;nowotomyski;257;0;0;0;t3015
wielkopolskie;obornicki;473;46;0;0;t3016
wielkopolskie;ostrowski;1087;114;0;0;t3017
wielkopolskie;ostrzeszowski;195;0;0;0;t3018
wielkopolskie;pilski;1020;76;0;0;t3019
wielkopolskie;pleszewski;1076;0;0;0;t3020
wielkopolskie;poznañski;1061;163;1;0;t3021
wielkopolskie;rawicki;644;0;0;0;t3022
wielkopolskie;s³upecki;1013;0;0;0;t3023
wielkopolskie;szamotulski;958;62;0;0;t3024
wielkopolskie;œredzki;558;3;0;0;t3025
wielkopolskie;œremski;1108;0;0;0;t3026
wielkopolskie;turecki;443;0;0;0;t3027
wielkopolskie;w¹growiecki;342;0;0;0;t3028
wielkopolskie;wolsztyñski;518;90;0;0;t3029
wielkopolskie;wrzesiñski;254;36;0;0;t3030
wielkopolskie;z³otowski;428;0;0;0;t3031
wielkopolskie;Kalisz;1821;149;0;0;t3061
wielkopolskie;Konin;864;90;0;0;t3062
wielkopolskie;Leszno;1391;95;0;0;t3063
wielkopolskie;Poznañ;17069;1282;1;0;t3064
zachodniopomorskie;bia³ogardzki;95;14;0;0;t3201
zachodniopomorskie;choszczeñski;352;0;0;0;t3202
zachodniopomorskie;drawski;351;11;0;0;t3203
zachodniopomorskie;goleniowski;610;6;0;0;t3204
zachodniopomorskie;gryficki;588;0;0;0;t3205
zachodniopomorskie;gryfiñski;300;34;0;0;t3206
zachodniopomorskie;kamieñski;240;34;0;0;t3207
zachodniopomorskie;ko³obrzeski;808;0;0;0;t3208
zachodniopomorskie;koszaliñski;0;0;0;0;t3209
zachodniopomorskie;myœliborski;357;0;0;0;t3210
zachodniopomorskie;policki;0;0;0;0;t3211
zachodniopomorskie;pyrzycki;183;0;0;0;t3212
zachodniopomorskie;s³awieñski;416;36;0;0;t3213
zachodniopomorskie;stargardzki;619;41;0;0;t3214
zachodniopomorskie;szczecinecki;961;116;0;0;t3215
zachodniopomorskie;œwidwiñski;101;0;0;0;t3216
zachodniopomorskie;wa³ecki;508;54;0;0;t3217
zachodniopomorskie;³obeski;0;0;0;0;t3218
zachodniopomorskie;Koszalin;1652;144;0;0;t3261
zachodniopomorskie;Szczecin;11155;436;0;0;t3262
zachodniopomorskie;Œwinoujœcie;849;0;0;0;t3263
Ca³y kraj;;436963;24850;240;1;t0000
